product_id,product_name,category,subcategory,brand,price,cost,stock_quantity,reorder_level,supplier_id,weight_kg,dimensions,color,material,warranty_months,rating_avg,review_count,is_bestseller,launch_date
98,Running Shoes,Books & Media,Fiction,Canon,967.18,617.13,881,12,19,11.11,41x39x37cm,Blue,Wood,36,4.6,305,True,2022-12-22
99,Security Camera,Books & Media,Music,Adidas,385.79,245.38,47,14,8,40.82,49x41x40cm,Red,Metal,36,3.7,204,True,2025-04-20
100,Wireless Mouse,Fashion,Footwear,Dell,2833.91,1764.04,650,28,3,21.23,38x7x7cm,Blue,Wood,12,3.1,517,False,2024-11-18
101,Smart Watch,Fashion,Clothing,LG,1827.24,1099.35,80,85,7,40.03,27x46x22cm,Black,Fabric,12,2.9,351,True,2023-09-17
102,Robot Vacuum,Home & Garden,Cleaning,Apple,1740.91,1111.64,953,86,3,44.24,50x19x10cm,Green,Wood,12,3.5,13,False,2024-05-07
103,Wireless Mouse,Sports & Outdoors,Exercise,Nikon,2329.65,1586.84,743,92,20,42.84,48x17x28cm,Gray,Glass,24,4.2,939,True,2022-08-12
104,Casual Blazer,Beauty & Health,Supplements,LG,858.3,679.17,606,78,1,36.86,22x47x33cm,White,Fabric,12,4.6,470,False,2023-09-06
105,Tablet Pro,Books & Media,Fiction,ASUS,1668.96,1052.47,702,14,1,15.28,23x41x29cm,Blue,Plastic,36,4.8,865,False,2024-05-29
106,LED Light Bulbs,Home & Garden,Tools,LG,2147.41,1519.85,345,88,6,32.28,15x33x25cm,Silver,Leather,24,3.5,421,False,2022-12-13
107,LED Light Bulbs,Books & Media,Fiction,Adidas,485.94,300.06,951,38,4,37.19,25x40x7cm,Black,Plastic,12,3.0,966,False,2023-12-11
108,Backpack,Electronics,Smartphones,Nike,1513.08,1136.23,544,49,5,22.09,40x12x41cm,Gold,Leather,12,4.9,348,True,2023-10-04
109,Air Purifier,Fashion,Clothing,LG,855.34,599.31,955,62,20,20.71,16x47x9cm,Green,Metal,24,4.3,689,True,2023-12-08
110,Tablet Pro,Fashion,Clothing,Microsoft,1679.28,1252.73,248,76,13,10.8,18x19x9cm,Gold,Glass,6,2.8,434,True,2022-07-13
111,Wireless Earbuds,Home & Garden,Kitchen,HP,2116.86,1353.49,365,93,15,11.21,45x29x43cm,Red,Ceramic,36,3.1,959,True,2024-08-10
112,Wireless Mouse,Fashion,Clothing,Adidas,1664.81,1123.02,362,15,1,47.19,29x33x20cm,Red,Wood,6,5.0,585,False,2023-01-05
113,LED Light Bulbs,Home & Garden,Cleaning,Corsair,409.42,259.12,62,33,14,19.71,45x38x34cm,Red,Glass,36,4.4,398,False,2022-12-10
114,Backpack,Electronics,Laptops,Bose,1090.3,767.69,656,98,5,12.5,21x10x33cm,Red,Glass,24,3.7,834,False,2023-02-08
115,Sports Watch,Sports & Outdoors,Exercise,Google,1860.68,1173.32,71,27,16,21.4,45x34x16cm,Blue,Fabric,24,3.1,742,True,2025-04-21
116,Running Shoes,Home & Garden,Tools,Bose,2792.81,1707.14,687,28,7,24.86,7x48x32cm,Gray,Leather,12,4.0,604,True,2024-03-28
117,Gaming Laptop,Electronics,Smart Home,Adidas,2539.72,1637.21,776,22,7,31.66,24x44x25cm,Green,Glass,36,5.0,99,False,2024-03-25
118,Mechanical Keyboard,Electronics,Gaming,Garmin,1756.44,1393.92,427,85,6,13.19,16x32x38cm,Blue,Fabric,24,4.3,812,True,2022-08-24
119,Gaming Laptop,Electronics,Smart Home,Microsoft,1096.89,734.38,148,78,20,42.9,22x50x41cm,Gray,Ceramic,6,3.3,891,True,2025-05-12
120,Pro Max Smartphone,Electronics,Smartphones,Garmin,2259.94,1624.56,470,83,20,6.08,28x28x18cm,Gold,Ceramic,12,4.0,502,True,2023-05-19
121,Smart Watch,Electronics,Smart Home,LG,1373.61,833.21,825,76,5,9.48,47x12x19cm,Gold,Ceramic,12,4.9,21,False,2022-07-24
122,Tablet Pro,Home & Garden,Decor,Fitbit,23.61,14.94,53,72,7,11.72,22x50x49cm,Gold,Leather,24,5.0,935,True,2022-07-15
123,Premium Sneakers,Fashion,Jewelry,Amazon,2009.56,1327.59,893,52,14,18.86,35x9x50cm,White,Glass,24,4.9,529,True,2022-06-25
124,LED Light Bulbs,Beauty & Health,Supplements,JBL,2085.34,1528.87,849,45,5,29.35,31x21x27cm,White,Fabric,36,3.4,516,True,2024-01-01
125,Smart Watch,Home & Garden,Furniture,Acer,923.84,616.77,37,97,4,23.64,18x13x46cm,Black,Glass,12,4.4,537,True,2022-12-21
126,Gaming Laptop,Electronics,Laptops,Corsair,2198.04,1582.61,396,40,12,46.51,36x11x8cm,Gold,Plastic,12,2.9,696,False,2023-07-17
127,Pro Max Smartphone,Electronics,Tablets,Nike,789.37,530.15,356,74,6,45.2,36x39x38cm,Black,Plastic,12,4.5,480,True,2023-12-10
128,Sports Watch,Home & Garden,Kitchen,Fitbit,2460.65,1568.55,307,50,20,47.15,45x5x41cm,Green,Fabric,12,4.1,997,True,2023-09-08
129,Gaming Laptop,Electronics,Smart Home,Nike,2632.72,1691.67,753,63,10,33.46,49x5x6cm,Gold,Glass,24,3.8,768,False,2025-05-23
130,Coffee Maker,Sports & Outdoors,Winter Sports,Amazon,1817.8,1371.9,819,21,11,3.18,17x45x15cm,Green,Leather,36,3.6,918,False,2023-11-28
131,Pro Max Smartphone,Home & Garden,Security,Bose,2428.66,1531.14,660,52,11,17.71,43x29x40cm,Blue,Metal,36,4.4,334,True,2022-10-28
132,Pro Max Smartphone,Fashion,Clothing,HP,1070.09,718.99,422,83,15,49.69,20x7x16cm,Green,Metal,12,2.8,384,False,2024-02-10
133,Casual Blazer,Fashion,Accessories,Nike,501.51,384.55,917,90,1,38.95,17x31x49cm,White,Glass,24,4.6,16,True,2023-07-09
134,Pro Max Smartphone,Beauty & Health,Hair Care,Logitech,570.9,405.88,833,63,17,34.84,50x6x11cm,Black,Leather,12,4.2,937,True,2023-08-16
135,4K Monitor,Electronics,Laptops,ASUS,863.12,666.38,490,73,3,41.37,42x47x24cm,White,Ceramic,24,4.9,20,False,2025-02-09
136,Air Purifier,Books & Media,Comics,Dell,1525.47,947.34,829,84,12,46.12,31x15x7cm,Red,Leather,12,4.6,764,False,2024-11-05
137,Air Purifier,Books & Media,Educational,Canon,1142.63,748.8,287,56,14,36.61,38x34x42cm,Gray,Metal,24,2.6,636,False,2023-05-23
138,Gaming Laptop,Books & Media,Comics,ASUS,694.66,507.62,619,97,19,46.87,27x46x17cm,White,Fabric,12,4.9,224,False,2023-04-06
139,Sports Watch,Sports & Outdoors,Winter Sports,HP,1287.42,850.85,363,86,13,29.19,12x26x21cm,Black,Fabric,24,4.4,522,False,2023-12-29
140,Tablet Pro,Sports & Outdoors,Winter Sports,Samsung,2711.68,2019.09,388,99,9,27.46,14x8x45cm,Gray,Wood,36,4.7,502,True,2024-11-23
141,Air Purifier,Sports & Outdoors,Outdoor Recreation,Amazon,111.73,87.67,696,60,13,4.91,21x12x10cm,Silver,Wood,36,2.8,602,False,2024-12-23
142,Air Purifier,Books & Media,Educational,Canon,1114.36,795.8,14,45,5,1.87,31x30x10cm,Gold,Plastic,6,4.4,357,True,2023-12-25
143,Casual Blazer,Fashion,Jewelry,LG,779.89,476.53,375,81,8,6.87,10x14x38cm,Black,Wood,36,4.6,532,True,2024-01-08
144,Backpack,Home & Garden,Tools,Adidas,922.5,676.29,671,15,16,27.69,33x17x42cm,Gold,Fabric,6,3.1,121,True,2024-07-18
145,Designer Jeans,Electronics,Smartphones,ASUS,2011.98,1346.07,915,90,16,2.04,47x22x39cm,Black,Fabric,24,4.9,407,True,2025-03-13
146,Robot Vacuum,Home & Garden,Security,Amazon,75.55,47.84,699,19,3,31.06,39x39x34cm,Green,Fabric,36,3.1,175,False,2023-05-17
147,Pro Max Smartphone,Books & Media,Comics,Panasonic,1801.46,1345.78,893,27,6,38.41,7x28x5cm,Green,Wood,24,3.6,552,True,2023-03-01
148,Premium Sneakers,Sports & Outdoors,Exercise,Razer,289.49,219.96,654,24,15,45.22,39x45x17cm,Blue,Ceramic,6,3.5,150,True,2024-12-21
149,LED Light Bulbs,Home & Garden,Cleaning,LG,299.14,204.06,832,66,14,11.95,35x29x36cm,Green,Metal,36,4.3,221,False,2023-09-09
150,Mechanical Keyboard,Beauty & Health,Supplements,Nikon,2725.05,1643.45,991,25,10,48.5,36x28x20cm,Gray,Plastic,6,4.9,177,True,2024-07-22
151,Coffee Maker,Electronics,Smartphones,ASUS,1747.43,1240.76,84,66,5,29.58,48x21x24cm,Black,Ceramic,12,4.0,161,False,2025-05-03
152,Sports Watch,Beauty & Health,Hair Care,Logitech,1942.2,1479.97,488,71,10,38.39,43x17x27cm,Silver,Plastic,12,2.7,459,True,2025-04-15
153,Leather Jacket,Beauty & Health,Hair Care,Panasonic,2537.46,2003.63,742,54,2,40.59,37x26x10cm,Black,Fabric,24,3.5,703,False,2023-10-27
154,Backpack,Electronics,Audio,Adidas,153.93,103.3,56,62,20,27.06,5x23x7cm,Red,Wood,6,4.1,131,False,2024-12-26
155,Gaming Laptop,Books & Media,Fiction,HP,1684.73,1061.25,826,99,6,18.11,16x35x49cm,Green,Plastic,36,2.6,618,True,2024-08-12
156,Smart Watch,Books & Media,Educational,Lenovo,2198.47,1635.0,515,36,14,43.76,18x33x47cm,Silver,Leather,12,3.8,527,False,2024-03-23
157,Premium Sneakers,Beauty & Health,Hair Care,Nikon,2068.66,1388.04,461,72,14,16.85,33x20x23cm,Red,Leather,6,4.6,782,True,2023-10-12
158,Sports Watch,Fashion,Clothing,Fitbit,212.02,165.84,219,89,16,3.29,41x40x28cm,Red,Glass,36,4.3,841,False,2022-09-24
159,Tablet Pro,Home & Garden,Decor,Corsair,2874.17,1841.44,861,86,9,35.63,9x33x13cm,Gold,Ceramic,12,4.3,925,False,2024-05-15
160,Leather Jacket,Fashion,Jewelry,Nike,2747.58,1887.82,609,98,17,30.55,27x15x32cm,Silver,Glass,24,2.7,259,False,2023-04-05
161,Cotton T-Shirt,Beauty & Health,Medical,Microsoft,1440.87,955.26,3,37,2,35.0,36x17x42cm,Red,Fabric,24,4.7,138,False,2022-08-22
162,Sports Watch,Fashion,Footwear,ASUS,1678.02,1244.91,893,33,5,30.57,24x9x37cm,Gold,Plastic,36,4.9,994,True,2024-02-19
163,Cotton T-Shirt,Books & Media,Comics,ASUS,656.33,497.62,285,35,7,42.02,26x19x11cm,Red,Metal,12,4.5,550,True,2023-07-31
164,Designer Jeans,Home & Garden,Decor,Canon,1954.35,1557.86,396,64,5,1.46,30x34x21cm,White,Ceramic,6,3.8,6,True,2024-12-19
165,Pro Max Smartphone,Fashion,Footwear,Panasonic,52.89,40.36,530,72,10,42.66,18x11x26cm,Red,Fabric,6,2.9,710,False,2023-02-22
166,Cotton T-Shirt,Fashion,Clothing,Corsair,2546.08,1827.99,746,85,19,17.91,29x12x22cm,Gold,Wood,12,4.5,333,True,2025-05-06
167,Tablet Pro,Home & Garden,Security,JBL,2792.47,2191.22,229,29,20,28.45,18x40x49cm,Red,Glass,36,4.4,784,True,2023-01-10
168,Air Purifier,Home & Garden,Decor,Adidas,2503.56,1761.47,37,89,12,16.45,26x8x26cm,Gold,Glass,24,4.2,73,False,2023-07-04
169,Smart Thermostat,Fashion,Footwear,Nikon,2701.8,1861.1,586,40,3,16.77,45x22x27cm,Silver,Ceramic,24,3.9,304,False,2023-12-05
170,Security Camera,Home & Garden,Tools,Canon,1801.55,1414.43,347,49,13,13.39,37x25x23cm,Gold,Fabric,12,3.6,233,True,2024-12-07
171,Backpack,Electronics,Audio,Apple,2539.62,1781.01,51,38,12,26.93,50x39x46cm,Gray,Fabric,6,4.5,703,True,2022-08-14
172,Air Purifier,Beauty & Health,Makeup,Microsoft,282.13,212.29,634,55,17,8.72,8x19x8cm,Green,Glass,12,3.3,421,False,2023-04-05
173,Gaming Laptop,Electronics,Laptops,Amazon,1638.6,1128.55,435,15,7,16.73,23x34x13cm,Silver,Plastic,36,4.0,398,True,2023-05-10
174,Cotton T-Shirt,Home & Garden,Security,Google,835.04,574.59,238,13,18,11.76,32x21x22cm,Red,Wood,12,4.3,146,False,2023-04-23
175,Wireless Charger,Beauty & Health,Makeup,Panasonic,856.7,638.27,950,52,13,48.35,44x8x36cm,Blue,Fabric,36,3.3,911,True,2023-06-02
